,YBAcm1,YBAcm2,YBAcm3,YBAcm4,YBAcm5,YBAcm6,YBAcm7,YBAcm8,YBAcm9,YBAcm10,YBAcm11,YBAcm12
Timestamp,Open Interest,Open Interest,Open Interest,Open Interest,Open Interest,Open Interest,Open Interest,Open Interest,Open Interest,Open Interest,Open Interest,Open Interest
2/1/2024,281321,303735,205648,202340,119531,113783,62155,62664,5751,923,638,299
1/31/2024,275140,293443,202398,204826,121926,106945,62772,59246,5304,913,638,299
1/30/2024,274854,276164,196183,198755,118588,105838,61300,57728,4942,913,637,299
1/29/2024,283235,271911,194599,198447,117512,105515,61367,56735,4942,913,637,299
1/26/2024,282738,268333,195732,197889,116696,105503,62146,56578,5013,913,637,299
1/25/2024,290328,268781,195199,197565,116437,105790,62314,56558,5013,913,637,299
1/24/2024,283864,269256,194552,198932,117386,105335,62433,55969,5038,885,637,299
1/23/2024,283962,268681,196288,197565,116522,103883,62944,57448,5034,881,637,299
1/22/2024,287711,269315,193589,197011,117116,102058,62824,57194,5034,881,637,299
1/19/2024,287349,271346,193657,191624,117815,103189,60984,55025,4794,792,597,299
1/18/2024,292075,267709,188998,186126,120181,103197,60174,50960,4795,792,597,299
1/17/2024,295729,264289,187721,172467,113072,101689,59496,49134,4795,772,597,299
1/16/2024,299607,261624,187492,167827,111382,98333,58526,46878,4720,744,592,335
1/15/2024,305535,260236,186366,167347,111355,98665,58403,45790,4720,744,592,335
1/12/2024,305260,258416,184007,167120,108315,98632,57770,44139,4775,618,392,391
1/11/2024,310308,256443,180627,164324,107851,97678,57699,42846,4775,618,392,396
1/10/2024,312384,248624,180369,161499,103552,95593,57584,42355,4775,618,392,396
1/9/2024,310364,243811,175584,155400,101028,94902,57461,41833,4775,618,392,486
1/8/2024,315837,242490,175950,154029,101619,97050,56860,40941,4774,618,392,486
1/5/2024,319086,236657,174267,151862,97216,96734,56981,39320,4608,618,392,465
1/4/2024,321609,237626,174477,147219,93887,94901,57806,35514,4571,618,392,465
1/3/2024,320074,241312,172490,147747,91897,93693,57920,35330,4571,618,392,425
1/2/2024,314533,239554,174579,145798,89997,94184,57801,35601,4571,618,392,425
12/29/2023,315215,238259,174184,145746,90234,93701,57961,35244,4407,618,392,425
12/28/2023,314806,235954,174142,146986,90339,94699,57879,33354,4407,618,392,425
12/27/2023,315620,237210,171383,146528,90169,94322,57743,33001,4407,618,392,400
12/22/2023,313395,235573,171855,147256,90199,94068,57583,32140,4407,616,392,404
12/21/2023,311632,233410,170208,151915,89193,94252,58266,31293,4425,616,392,260
12/20/2023,308103,233412,169184,147573,87906,92342,58311,29048,4425,616,392,260
12/19/2023,307001,237417,170581,149177,88664,91697,59356,28353,4425,616,392,260
12/18/2023,313975,238922,169788,149588,91776,92067,59400,27548,4425,616,392,260
12/15/2023,316186,244027,170442,151344,93059,92205,60492,26344,4618,616,432,192
12/14/2023,321094,244427,164874,157580,92370,91660,60016,26314,4597,617,432,128
12/13/2023,318885,238350,165371,146549,89943,90227,59203,22194,4295,617,432,128
12/12/2023,325979,239450,166363,146288,89702,85125,58772,20588,4195,617,432,128
12/11/2023,325099,235697,165987,143703,90221,84943,59456,18732,3895,617,432,128
12/8/2023,326741,233604,165073,140005,89319,85232,59986,17507,3895,617,432,128
12/7/2023,180319,332762,232670,164836,146744,89927,80722,60069,16058,3033,617,432
12/6/2023,180319,336517,233581,164147,144494,88239,82003,60623,13282,2674,617,432
12/5/2023,189820,330444,230919,160733,145043,88194,84621,61318,11173,2672,617,432
12/4/2023,208644,326759,235448,163906,140874,89000,85051,61650,10281,2681,617,432
12/1/2023,216607,327832,234208,159738,138774,92097,84064,61733,8524,2681,593,414
11/30/2023,219182,327752,234989,162219,140536,94331,85293,62039,7888,2681,582,185
11/29/2023,224989,326042,236106,160150,140761,94561,81151,62405,7524,2681,582,168
11/28/2023,237903,319858,234853,159572,142467,92973,77959,60344,7007,2581,582,216
11/27/2023,241927,314609,235207,160339,143092,92565,77915,58572,6940,2431,596,220
11/24/2023,239122,303908,230743,154522,142276,88417,77952,58335,5853,2431,596,220
11/23/2023,241410,302683,229402,153708,142075,87573,78560,58043,5421,2431,596,220
11/22/2023,243620,287058,225042,150696,139166,87528,79267,57589,5250,2231,596,220
11/21/2023,242079,284380,224898,153872,140026,86957,76487,57621,5541,2215,593,220
11/20/2023,247203,283947,221580,154039,141101,85140,71852,57284,5574,2242,594,142
11/17/2023,249767,280639,220476,152955,143313,83979,71281,56449,5356,2314,594,142
11/16/2023,258329,278934,217553,149680,139902,82372,71126,55733,5253,2206,594,140
11/15/2023,263678,280989,214991,145314,134427,81764,71479,54907,5284,2037,594,140
11/14/2023,260224,265398,211583,145138,131247,79770,69912,54253,5141,2037,580,140
11/13/2023,260842,260763,211118,143995,129773,77902,70148,53485,5141,2037,580,140
11/10/2023,270168,261254,203772,142971,129571,78971,69681,53184,5823,2202,579,140
11/9/2023,272984,255988,201458,141161,129691,74516,69790,52672,5876,2106,569,140
11/8/2023,276784,260307,200340,139694,131773,74858,69523,51536,5759,1708,542,140
11/7/2023,292102,249471,200368,140224,139579,72172,70266,52011,4983,1716,553,140
11/6/2023,309472,252589,198092,141241,139212,71368,70195,50286,5001,1715,554,140
11/3/2023,299491,247244,194309,140844,136406,70082,67805,48394,4504,1715,554,140
11/2/2023,300193,242958,191538,137648,132456,67928,62864,46868,4482,1715,555,140
11/1/2023,304245,240389,189592,137013,132411,66079,61635,45807,4482,1715,555,140
10/31/2023,303169,238028,188048,133545,131426,64857,60354,45170,4482,1715,555,140
10/30/2023,301154,233007,185831,129948,127099,65542,59630,43841,4485,1715,555,140
10/27/2023,304194,228878,182766,128424,126041,67343,59339,43140,4419,1714,555,140
10/26/2023,303545,227624,184167,125741,125685,67907,59534,42924,4301,1715,555,140
10/25/2023,291285,220578,177017,126132,124436,62970,57723,42746,3308,1549,535,120
10/24/2023,276898,214874,177272,127370,121454,60198,57617,42485,3070,1454,535,120
10/23/2023,273405,218765,178943,128090,118931,58141,57152,42366,3055,1453,535,120
10/20/2023,271757,215011,177333,125090,117838,57064,57060,41798,3401,1446,512,120
10/19/2023,267031,214856,178110,125685,118431,56313,57117,41909,3253,1467,512,120
10/18/2023,272290,211906,176453,124150,116440,56151,57595,42325,3019,1330,512,120
10/17/2023,266204,217163,177894,122699,112618,56991,57750,41325,2975,1330,512,120
10/16/2023,268401,212415,170535,115868,107633,56300,56798,41459,2959,1310,512,120
10/13/2023,268945,210359,168622,117975,108850,55169,57313,42461,2945,1310,494,120
10/12/2023,261721,210389,166020,117520,109053,56718,58065,42040,2983,1316,494,120
10/11/2023,261759,211848,166625,117549,109434,59290,59817,42081,2961,1310,494,120
10/10/2023,260120,210427,165947,117430,109086,60056,58780,41886,2955,1310,494,60
10/9/2023,262854,209117,164306,116047,110536,60567,58032,41785,2972,1310,494,60
10/6/2023,265777,206450,168070,115481,110615,59179,57327,41063,3102,1479,494,60
10/5/2023,271709,205013,166691,115777,112120,59107,56354,39994,3081,1371,494,60
10/4/2023,281378,205167,161997,115002,110727,61533,56265,40094,3106,1319,494,60
10/3/2023,293609,200760,161734,113500,113037,56872,56115,37436,3234,1254,494,60
10/2/2023,287912,200376,160207,113861,110085,55546,55293,38610,3149,977,494,60
9/29/2023,289050,196805,161397,115314,111329,52544,48820,36423,2940,996,479,60
9/28/2023,291391,194828,159553,113393,108741,49990,47104,34613,3073,996,479,60
9/27/2023,287266,193676,159151,112628,106684,48324,46781,34224,2987,913,479,60
9/26/2023,284522,189009,158026,111438,103496,47265,45825,33959,3006,904,479,60
9/25/2023,290550,184210,160429,111537,100200,47351,45755,30311,2809,485,479,60
9/22/2023,303147,182967,160763,110459,98646,47587,45073,30512,1983,478,479,60
9/21/2023,301804,184193,162308,108841,95099,48417,44058,24293,1989,493,479,85
9/20/2023,301471,181835,161690,108981,93144,48413,43622,24002,1980,456,479,85
9/19/2023,290442,184581,164358,109416,88057,47329,37529,17914,1874,456,479,60
9/18/2023,291433,180861,163026,105551,84675,45597,35499,13543,1874,456,479,74
9/15/2023,291486,177608,160563,106494,80823,45661,34686,13155,1674,451,479,74
9/14/2023,291051,178561,158885,105347,80894,48272,35112,13054,1674,451,479,74
9/13/2023,278357,170437,154319,110510,72240,49818,35443,11751,1673,451,479,60
9/12/2023,278357,170437,154319,110510,72240,49818,35443,11751,1673,451,479,60
9/11/2023,273938,169082,151223,107347,70488,49359,34883,11432,1674,425,479,60
9/8/2023,276248,166621,150704,107591,70920,48915,38560,11432,1454,415,479,60
9/7/2023,166535,272234,164713,145006,106125,69320,47815,38155,9562,1104,415,479
9/6/2023,166535,267726,163313,139312,103264,69922,46748,32883,7130,1104,361,479
9/5/2023,176751,263126,162087,139413,102548,68884,46231,34024,5974,1104,361,479
9/4/2023,188762,263427,162672,140389,103719,69100,46671,34237,5859,1095,361,479
9/1/2023,190736,259650,157910,141204,101013,69224,46032,33145,4715,1065,370,479
8/31/2023,197839,253096,157173,139123,99620,69091,46203,33489,3240,1065,410,479
8/30/2023,201491,249751,155194,142487,97631,69158,46470,33321,3155,1065,410,479
8/29/2023,210097,242660,151171,139993,97091,68609,46838,33252,2861,1065,400,479
8/28/2023,213929,242780,153280,140136,98908,68896,48164,33071,2039,1065,400,479
8/25/2023,214917,236237,150041,134107,97603,68550,45672,32572,1882,1065,399,479
8/24/2023,215423,233846,150099,134375,97021,70011,46128,32618,1701,1065,398,479
8/23/2023,221970,232806,149869,130989,97368,69467,45714,32986,1721,1065,398,479
8/22/2023,221656,222834,148429,131155,98595,67607,44980,32479,1681,1066,397,479
8/21/2023,221882,218259,147376,128738,92739,67222,43469,33338,1494,1066,397,479
8/18/2023,221804,213758,139312,130425,91620,67458,43237,32650,1421,1066,423,479
8/17/2023,220370,212074,140912,130790,94293,67392,42298,31910,1421,1066,423,477
8/16/2023,220044,206836,139846,127115,92966,67345,40441,31042,1397,1066,421,477
8/15/2023,221659,203846,137193,127456,92484,69148,37903,30566,1379,1068,466,477
8/14/2023,223880,201095,142486,123992,90625,68361,38389,31566,1392,1068,467,477
8/11/2023,227673,198460,141003,120428,89267,67431,37554,30521,1386,1068,521,477
8/10/2023,219600,197549,138750,118675,90723,67559,37952,30675,1377,1068,541,477
8/9/2023,221420,200725,142653,118600,91181,68031,38749,30573,1340,918,541,548
8/8/2023,220394,199757,144573,120992,93140,67549,38427,28839,1212,841,572,573
8/7/2023,218385,204315,145164,121932,92980,68862,38102,28564,1050,824,605,578
8/4/2023,224935,206732,145026,122407,95841,68732,39179,28697,1083,821,686,578
8/3/2023,227059,205208,146808,129245,97307,68806,39369,28888,1155,821,690,576
8/2/2023,222089,205491,150124,127013,99909,67796,38440,28653,1136,821,820,645
8/1/2023,232243,211308,150517,126115,100304,67610,38662,29403,1158,821,820,645
7/31/2023,228717,196748,144576,123863,98540,68166,38461,28340,1053,821,820,645
7/28/2023,237046,200176,145637,125579,100147,69131,37735,27291,1186,832,818,625
7/27/2023,225970,197176,144972,122621,100428,67746,37567,26160,1042,832,773,605
7/26/2023,229936,204985,146408,122830,102736,68809,37553,26150,1106,821,714,512
7/25/2023,221012,197625,147044,120156,96187,67511,37504,26614,1244,801,453,477
7/24/2023,221359,198757,144999,119764,95677,66978,37832,26374,1247,850,349,479
7/21/2023,223051,198744,144601,119414,97337,67639,37987,26546,1270,879,349,479
7/20/2023,227445,198718,144348,118554,98390,66848,38163,26155,1272,979,349,479
7/19/2023,236021,199227,145382,120343,99231,68210,38597,26087,1250,1318,340,479
7/18/2023,225981,198345,144100,118145,99833,69124,38317,27000,1341,1406,412,479
7/17/2023,224537,198365,143524,116468,98581,68553,38032,26139,1479,1501,437,479
7/14/2023,225307,197560,144697,117376,99994,70940,38043,25514,1579,1506,492,479
7/13/2023,218651,201170,143784,119654,100347,70244,37579,24715,1885,1257,431,459
7/12/2023,208844,195778,147660,120840,101834,71021,37411,24098,1702,774,281,457
7/11/2023,206334,196174,147360,120646,103347,71358,37285,23743,1587,774,281,420
7/10/2023,203966,194303,147120,122087,102601,69699,37579,23251,1540,713,279,377
7/7/2023,214709,195974,151817,121650,107411,70232,38007,22711,1528,714,227,225
7/6/2023,225783,196465,151048,117962,103966,65275,39259,23071,1295,697,262,225
7/5/2023,229076,194423,152268,114140,101735,65845,40055,22497,1276,546,287,225
7/4/2023,226533,194545,154724,115477,104428,65715,39632,19552,798,186,287,80
7/3/2023,221423,194521,153683,113268,104755,66240,39003,19244,837,185,287,80
6/30/2023,220181,193492,153526,113334,104519,65097,38711,19678,760,185,287,80
6/29/2023,225763,195737,151902,122990,105378,65166,36470,19409,763,185,267,80
6/28/2023,227845,196653,149228,120276,104248,65985,35917,20600,762,188,270,80
6/27/2023,223009,189207,145537,121599,105966,64405,35741,19661,735,187,267,40
6/26/2023,218523,189972,146427,123518,106689,65143,36416,18495,754,187,247,40
6/23/2023,212888,189835,144859,124883,106543,63897,36578,18158,726,187,247,40
6/22/2023,215363,187912,143229,125115,105516,62011,36119,17610,724,187,247,40
6/21/2023,214895,184462,143578,124959,105981,62065,35692,17258,729,187,247,40
6/20/2023,215369,179362,143809,126389,107298,62441,38121,16682,762,187,247,17
6/19/2023,212552,177433,144135,120937,103845,59846,42565,13880,754,192,240,17
6/16/2023,214692,176211,143254,121619,103055,59605,43516,13641,778,192,240,17
6/15/2023,213511,173457,140192,121324,103655,59996,42006,12853,732,190,235,17
6/14/2023,214842,175516,143105,126690,102541,60121,41546,13030,932,190,235,17
6/13/2023,206127,174763,135912,117375,98892,60385,41039,11211,380,190,235,17
6/12/2023,196815,173864,130787,113785,96179,59836,41871,11287,380,190,234,7
6/9/2023,202134,178818,137662,117665,95722,60855,41727,11385,380,191,234,7
6/8/2023,148632,201299,173853,133532,112897,93994,57950,41411,8350,372,191,234
6/7/2023,148632,203285,173737,138024,114357,92221,56683,41882,7889,410,191,228
6/6/2023,162435,186645,165288,134956,110648,90544,55711,43022,6356,410,191,228
6/5/2023,160573,184392,163088,133145,107036,89029,54084,41615,4727,405,188,208
6/2/2023,175986,189060,162133,132932,104440,87370,54854,42157,4583,464,180,208
6/1/2023,179979,186627,157918,131992,105636,86594,54646,41594,3679,465,144,208
5/31/2023,181548,180571,158065,130464,106458,86147,54292,42070,3332,465,144,208
5/30/2023,169312,163546,160013,129037,108153,86506,53691,40796,2625,502,144,208
5/29/2023,171976,162138,161310,129593,110134,86947,53461,41326,1991,503,143,185
5/26/2023,173637,162818,160958,131351,110978,87591,53739,41663,1999,503,141,185
5/25/2023,178124,161454,159398,129694,109080,86805,55079,41545,1798,542,151,154
5/24/2023,182759,158795,158804,129382,109874,86180,52868,39870,1815,543,152,152
5/23/2023,187286,149374,155201,128438,107987,84767,52462,39338,1830,543,154,152
5/22/2023,187461,148489,158230,125623,104020,81511,52552,38223,1851,551,155,151
5/19/2023,194047,150419,159135,125270,103137,80820,52623,37768,1794,516,135,140
5/18/2023,197478,146999,156539,119113,101119,79120,51499,37289,1799,510,135,154
5/17/2023,197451,144502,162451,115662,100470,78501,51380,37040,1748,504,134,154
5/16/2023,201479,138053,163729,114525,102054,78173,51105,36771,1748,504,134,154
5/15/2023,196799,138141,162359,115071,101286,78656,50944,36624,1754,504,134,154
5/12/2023,195565,139927,163225,115541,101265,80369,50524,36650,1776,486,131,122
5/11/2023,202628,141119,163509,116182,101673,83086,49792,36185,1924,358,171,122
5/10/2023,205650,142554,163771,115307,102575,82288,49564,35226,2001,358,171,122
5/9/2023,208121,145760,163739,115728,102178,83815,50921,35302,2000,358,170,122
5/8/2023,208861,142461,164416,117251,102227,82348,50366,34795,2008,358,171,122
5/5/2023,208609,143509,166689,118245,104822,83685,51220,34709,2026,358,172,122
5/4/2023,212915,140590,160859,116281,102024,83475,50336,33926,2064,358,157,93
5/3/2023,209183,142219,162582,112779,99736,81082,49532,32602,2071,358,159,94
5/2/2023,214272,139517,162607,109969,99193,80505,49685,31998,1962,358,159,90
5/1/2023,200466,130144,162765,106372,98214,80486,49784,31756,1989,358,159,89
4/28/2023,195518,130450,161302,106536,99262,82298,52009,30064,1987,431,177,90
4/27/2023,197487,131766,155227,107085,99793,83040,52168,29893,1987,431,177,90
4/26/2023,197740,132086,156605,107958,100015,83195,52631,29848,1987,431,177,90
4/25/2023,196694,130033,155924,105456,98331,82325,52164,29626,1962,431,177,91
4/24/2023,199442,131806,157578,106034,98701,82364,52352,29785,1962,431,177,91
4/21/2023,197550,129383,158962,105716,98932,82206,51772,30075,1970,431,177,89
4/20/2023,196636,128626,157642,105761,98863,81810,52360,29777,1985,431,181,89
4/19/2023,202205,133740,158253,105418,97742,81935,52778,29421,1998,443,161,89
4/18/2023,205202,130817,154534,106550,98533,80584,52846,29323,2034,443,161,89
4/17/2023,205854,127264,153977,105181,97044,79522,53006,28683,1524,382,142,89
4/14/2023,209346,127144,158526,105636,98902,76389,51686,28757,1495,382,132,89
4/13/2023,209233,128743,154998,104362,97634,76984,51118,28703,1498,406,143,89
4/12/2023,204588,129299,156767,102113,96057,75787,51153,29152,1506,406,143,89
4/11/2023,203941,132008,154408,104311,96407,76035,51075,28950,1507,426,143,89
4/6/2023,207404,131094,157502,104858,97571,75822,51693,28755,1506,426,143,89
4/5/2023,211059,138415,161015,106932,98261,77262,52526,28920,1505,441,143,89
4/4/2023,219198,138396,160691,106233,99454,77189,51871,28090,1510,441,143,69
4/3/2023,207243,134993,156042,106487,100954,75787,52182,27838,1463,441,132,69
3/31/2023,205304,132486,154743,106069,101947,75228,52266,27075,1462,441,132,69
3/30/2023,203197,133410,153667,106107,102722,74450,52007,26583,1462,441,132,69
